model,model_slug,qp,idx,cot_outcome,no_cot_outcome,cot_pred,no_cot_pred,ground_truth,no_cot_visible_reasoning,no_cot_refusal,no_cot_note
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1723,correct,incorrect,5,11,5,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1724,correct,explicit_abstention,12,UNSURE,12,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1733,incorrect,incorrect,138,238,100,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1758,correct,incorrect,225,0,225,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1765,incorrect,incorrect,264,288,342,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1768,incorrect,incorrect,29,9,35,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1770,correct,incorrect,144,198,144,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1774,correct,incorrect,3,1,3,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1794,correct,incorrect,5460,1364,5460,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1803,correct,incorrect,2-\frac{\pi}{2},1,2-\frac{\pi}{2},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1815,incorrect,incorrect,\frac{7}{18},\frac{1}{4},\frac{2}{9},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1821,correct,incorrect,\frac{153}{1180},\frac{3}{118},\frac{153}{1180},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1852,correct,incorrect,\frac{1}{1296},\frac{1}{6},\frac{1}{1296},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1938,correct,correct,\sqrt{3},\sqrt{3},\sqrt{3},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,1953,incorrect,incorrect,0.35,\frac{5}{8},\frac{5}{12},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2011,incorrect,incorrect,313,100,314,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2034,incorrect,explicit_abstention,\frac{\sqrt{22}-1}{3},UNSURE,\frac{5}{3},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2041,correct,correct,2^{2013}-6036,2^{2012}-2011,2^{2013}-6036,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2074,incorrect,explicit_abstention,\frac{12280}{3},UNSURE,7295,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2090,correct,correct,1008.5,1008.5,\frac{2017}{2},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2115,correct,explicit_abstention,820,UNSURE,820,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2118,correct,incorrect,14,7,14,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2128,correct,incorrect,\frac{108}{665},\frac{1}{6},\frac{108}{665},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2130,incorrect,incorrect,\sqrt{6},5,7,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2133,correct,correct,\frac{163}{256},0.6367,\frac{163}{256},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2197,correct,incorrect,117,13,117,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2201,correct,incorrect,71,130,71,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2227,correct,correct,6,6,6,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2242,correct,correct,0,0,0,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2279,correct,correct,1,1,1,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2291,correct,correct,\frac{1}{8},\frac{1}{8},\frac{1}{8},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2332,correct,correct,46,46,46,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2350,correct,correct,56,56,56,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2416,correct,incorrect,2,8,2,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2447,correct,incorrect,5,4,5,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2507,correct,incorrect,192,150,192,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2524,incorrect,incorrect,15,1,83,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2577,correct,incorrect,30,36,30,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2637,correct,incorrect,\frac{4036082}{4036081},2,\frac{4036082}{4036081},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2673,incorrect,explicit_abstention,\frac{\pi}{8}-\frac{\ln2}{4},UNSURE,\frac{3\pi}{8},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2748,correct,incorrect,\frac{1}{2n},C_n=\frac{1}{2n},\frac{1}{2n},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP6,2752,correct,correct,2^{n-1},2^{n-1},2^{n-1},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,30,incorrect,incorrect,"(1)0,(2)50",0,6.25^2+3.75^2,True,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,64,incorrect,incorrect,30,45,{\angleNMB\cong45\cong\frac{\pi}{4}},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,82,incorrect,incorrect,0.0832,\frac{n-1}{n^4}-\frac{n-1}{n^5}=\frac{1}{n^4}-\frac{1}{n^5},\frac{1}{12},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,89,incorrect,incorrect,109,71,33,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,190,incorrect,incorrect,\frac{1080}{19},40,\frac{1170}{19},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,224,incorrect,incorrect,24\sqrt{3},24\sqrt{3},\frac{846\sqrt{3}}{49},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,254,incorrect,incorrect,168,137400,436,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,258,incorrect,incorrect,100,100,10,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,280,incorrect,incorrect,15,10,17,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,303,incorrect,incorrect,44,8,729,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,323,incorrect,incorrect,2^{40},2^8\cdot16!,327680\cdot2^{16},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,412,incorrect,incorrect,17804037,17769931,4002001,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,413,correct,incorrect,4,2,4,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,427,incorrect,incorrect,37.5,56.25,\frac{256}{7},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,530,incorrect,incorrect,1,1,1409,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,535,incorrect,incorrect,189,126,168+48\sqrt{7},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,539,incorrect,incorrect,101,1,516,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,613,incorrect,incorrect,1680,280,20160,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,627,incorrect,incorrect,126,126,105,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,650,correct,correct,2^{4032},2^{2016}-1,2^{2015}\cdot(2^{2017}-2018),False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,742,incorrect,incorrect,20,30,80,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,744,incorrect,incorrect,28,38,100,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,751,incorrect,incorrect,\frac{5\pi}{2},\frac{\pi}{2},\frac{2\pi-\sqrt{3}}{2},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,760,correct,incorrect,5,1,5,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,855,incorrect,incorrect,26,66,24,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,873,explicit_abstention,explicit_abstention,UNSURE,UNSURE,\frac{1}{3}(3x)+\frac{2}{3}(9),False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,878,incorrect,incorrect,\sqrt{3/32},63,29,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,903,correct,incorrect,\frac{11}{3},2,\frac{11}{3},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,933,incorrect,incorrect,9,8,32,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,936,incorrect,incorrect,\lfloor\frac{n^2-1}{4}\rfloor+\lfloor\frac{n-1}{2}\rfloor(Simplified)\lfloor\frac{n(n-1)}{4}\rfloor,\frac{(n-1)(n-2)}{2},\binom{n}{2}-(n-2),False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1024,correct,correct,6,6,6,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1053,incorrect,incorrect,6,3,4,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1059,correct,incorrect,\lfloor\frac{-1+\sqrt{1+8n}}{2}\rfloor,\binom{n}{\lfloorn/2\rfloor},\lfloor\frac{-1+\sqrt{1+8n}}{2}\rfloor,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1067,correct,incorrect,41,13,41,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1082,correct,correct,64,64,64,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1134,correct,incorrect,320,270,320,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1184,correct,incorrect,4,5,4,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1189,correct,incorrect,1872,750,1872,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1199,incorrect,incorrect,\frac{1}{3},\frac{\sqrt{2}}{4},\frac{\sqrt{7}}{12},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1207,correct,incorrect,72,150,72,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1244,correct,incorrect,\frac{3\sqrt{11}}{2},4.5,\frac{3\sqrt{11}}{2},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1256,correct,incorrect,1,0,1,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1260,correct,incorrect,\frac{175}{1296},\frac{65}{648},\frac{175}{1296},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1331,correct,incorrect,37,35.53,37,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1342,correct,correct,470,470,470,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1362,correct,incorrect,55,50,55,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1401,correct,correct,\frac{1}{9},\frac{1}{9},\frac{1}{9},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1404,incorrect,incorrect,837,416,673,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1459,correct,incorrect,899,-973,899,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1464,correct,incorrect,356,176,356,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1470,correct,incorrect,\frac{592}{969},\frac{133}{612},\frac{592}{969},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1534,correct,incorrect,153,17,153,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1541,correct,correct,153,153,153,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1564,incorrect,incorrect,12210,3826,134610,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1638,correct,correct,\frac{\pi}{4},\frac{\pi}{4},\frac{\pi}{4},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1671,correct,incorrect,1980,2310,1980,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1683,correct,incorrect,26,14,26,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1701,correct,incorrect,\frac{1-\sqrt{2}}{2},-\frac{1}{4},\frac{1-\sqrt{2}}{2},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1723,incorrect,incorrect,2,11,5,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1724,correct,explicit_abstention,12,UNSURE,12,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1733,correct,incorrect,100,238,100,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1758,correct,incorrect,225,126,225,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1765,incorrect,incorrect,297,288,342,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1768,incorrect,incorrect,29,9,35,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1770,correct,incorrect,144,192,144,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1774,correct,incorrect,3,1,3,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1794,correct,incorrect,5460,4092,5460,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1803,correct,incorrect,2-\frac{\pi}{2},1,2-\frac{\pi}{2},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1815,correct,incorrect,\frac{2}{9},\frac{1}{4},\frac{2}{9},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1821,correct,incorrect,\frac{153}{1180},\frac{1}{6},\frac{153}{1180},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1852,correct,incorrect,\frac{1}{1296},\frac{1}{6},\frac{1}{1296},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1938,correct,correct,\sqrt{3},\sqrt{3},\sqrt{3},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,1953,incorrect,incorrect,\frac{1}{2},\frac{2}{3},\frac{5}{12},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2011,correct,incorrect,314,100,314,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2034,correct,incorrect,\frac{5}{3},2,\frac{5}{3},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2041,correct,correct,2^{2013}-6036,2^{2013}-2012,2^{2013}-6036,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2074,incorrect,incorrect,4470,2876,7295,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2090,correct,correct,1008.5,1008.5,\frac{2017}{2},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2115,correct,incorrect,820,107,820,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2118,correct,correct,14,14,14,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2128,correct,incorrect,\frac{108}{665},\frac{1}{3},\frac{108}{665},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2130,incorrect,incorrect,4.8,6,7,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2133,correct,correct,\frac{163}{256},0.6367,\frac{163}{256},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2197,correct,incorrect,117,13,117,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2201,correct,incorrect,71,105,71,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2227,correct,correct,6,6,6,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2242,correct,correct,0,0,0,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2279,correct,correct,1,1,1,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2291,correct,correct,\frac{1}{8},\frac{1}{8},\frac{1}{8},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2332,correct,correct,46,46,46,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2350,correct,correct,56,56,56,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2416,correct,incorrect,2,8,2,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2447,correct,correct,5,5,5,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2507,correct,incorrect,192,150,192,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2524,incorrect,incorrect,15,1,83,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2577,correct,incorrect,30,36,30,False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2637,correct,incorrect,\frac{4036082}{4036081},2,\frac{4036082}{4036081},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2673,incorrect,incorrect,\frac{\pi}{8},\frac{\pi}{8}-\frac{\ln2}{4},\frac{3\pi}{8},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2748,incorrect,incorrect,\frac{n+1}{12(n-1)},\frac{1}{n^2},\frac{1}{2n},False,False,
Gemini 3.1 Flash Lite,gemini-3.1-flash-lite,QP7,2752,correct,correct,2^{n-1},2^{n-1},2^{n-1},False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,30,incorrect,explicit_abstention,(2)\200,UNSURE,6.25^2+3.75^2,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,64,incorrect,incorrect,45,30,{\angleNMB\cong45\cong\frac{\pi}{4}},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,82,incorrect,incorrect,\frac{52}{625},\frac{52}{625},\frac{1}{12},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,89,incorrect,incorrect,16,74,33,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,190,incorrect,incorrect,120,\angleA_{7}XA_{5}=60,\frac{1170}{19},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,224,incorrect,incorrect,36\sin40,81\sqrt{3},\frac{846\sqrt{3}}{49},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,254,explicit_abstention,explicit_abstention,UNSURE,UNSURE,436,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,258,mixed_box_violation,incorrect,[MIXED],About46,10,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,280,incorrect,incorrect,10,50,17,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,303,explicit_abstention,explicit_abstention,UNSURE,UNSURE,729,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,323,incorrect,incorrect,N\approx17^{17/2}\approx2.84\times10^{10},N\approx17^{17/2},327680\cdot2^{16},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,412,incorrect,incorrect,1009,999983,4002001,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,413,incorrect,explicit_abstention,2,UNSURE,4,False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,427,explicit_abstention,incorrect,UNSURE,15,\frac{256}{7},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,530,incorrect,explicit_abstention,60,UNSURE,1409,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,535,incorrect,incorrect,168,126,168+48\sqrt{7},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,539,incorrect,explicit_abstention,100a+b,UNSURE,516,False,False,Explicit UNSURE abstention; not a refusal.
GPT-5.4 Nano,gpt-5.4-nano,QP6,613,incorrect,explicit_abstention,840,UNSURE,20160,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,627,incorrect,incorrect,126,\binom{11}{4},105,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,650,correct,incorrect,2^{2015}(2^{2017}-2016),2^{2016}\cdot2^{2015}=2^{4031},2^{2015}\cdot(2^{2017}-2018),True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,742,explicit_abstention,explicit_abstention,UNSURE,UNSURE,80,False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,744,explicit_abstention,incorrect,UNSURE,13,100,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,751,incorrect,incorrect,\frac{3\pi}{2}+\frac{3\sqrt{3}}{4},"\,\frac{2\pi}{3}-\frac{\sqrt{3}}{2}\,",\frac{2\pi-\sqrt{3}}{2},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,760,correct,correct,5,5,5,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,855,correct,incorrect,24,71,24,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,873,explicit_abstention,explicit_abstention,UNSURE,UNSURE,\frac{1}{3}(3x)+\frac{2}{3}(9),False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,878,incorrect,incorrect,2016,2024,29,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,903,incorrect,incorrect,\frac{3}{4},3,\frac{11}{3},False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,933,incorrect,incorrect,15,6,32,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,936,incorrect,incorrect,\frac{(n-1)(n-2)}{2},\binom{n}{2}-(n-1),\binom{n}{2}-(n-2),True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1024,incorrect,incorrect,7,5,6,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1053,incorrect,explicit_abstention,3,UNSURE,4,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1059,incorrect,incorrect,\lfloor\frac{n+1}{2}\rfloor,m_{\max}=n-2,\lfloor\frac{-1+\sqrt{1+8n}}{2}\rfloor,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1067,correct,incorrect,41,3,41,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1082,correct,correct,64,64,64,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1134,incorrect,incorrect,520,270,320,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1184,correct,incorrect,4,5,4,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1189,correct,correct,1872,1872,1872,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1199,incorrect,incorrect,\frac{1}{6},\frac{1}{2},\frac{\sqrt{7}}{12},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1207,correct,incorrect,72,216,72,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1244,correct,incorrect,\frac{3\sqrt{11}}{2},\frac{21\pi}{4},\frac{3\sqrt{11}}{2},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1256,correct,correct,1,1,1,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1260,correct,incorrect,\frac{175}{1296},\frac{625}{1296},\frac{175}{1296},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1331,correct,incorrect,37,27,37,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1342,correct,incorrect,470,471,470,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1362,incorrect,correct,10,55,55,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1401,correct,incorrect,\frac{1}{9},\frac{1}{2},\frac{1}{9},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1404,correct,explicit_abstention,673,UNSURE,673,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1459,correct,correct,899,899,899,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1464,incorrect,incorrect,0,354,356,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1470,correct,incorrect,\frac{592}{969},\frac{17323}{6462},\frac{592}{969},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1534,explicit_abstention,explicit_abstention,UNSURE,UNSURE,153,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1541,incorrect,incorrect,1,0,153,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1564,incorrect,explicit_abstention,15030,UNSURE,134610,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1638,correct,incorrect,\frac{\pi}{4},\frac{1}{2},\frac{\pi}{4},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1671,correct,explicit_abstention,1980,UNSURE,1980,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1683,correct,correct,26,26,26,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1701,correct,incorrect,\frac{1-\sqrt{2}}{2},0,\frac{1-\sqrt{2}}{2},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1723,correct,incorrect,5,1,5,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1724,correct,incorrect,12,2013,12,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1733,incorrect,incorrect,106,112,100,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1758,correct,incorrect,225,0,225,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1765,incorrect,incorrect,270,"=16,\;=28,\;friendpairs=\frac{1}{2}\bigl(16\cdot16+10\cdot28\bigr)=\frac{1}{2}(256+280)=268",342,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1768,incorrect,incorrect,9,9,35,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1770,correct,incorrect,144,24,144,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1774,correct,correct,3,3,3,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1794,incorrect,incorrect,1224,\frac{1365}{79},5460,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1803,correct,correct,2-\frac{\pi}{2},2-\frac{\pi}{2},2-\frac{\pi}{2},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1815,correct,incorrect,\frac{2}{9},\frac{1}{16},\frac{2}{9},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1821,incorrect,incorrect,\frac{15}{236},\frac{1}{171},\frac{153}{1180},True,False,
