model,model_display,intervention,intervention_display,setting,setting_display,consequence_type,penalty,decision_threshold,idx,difficulty,domain,source,category,abstained,outcome_valid,final_score,ground_truth,candidate_answer_raw,candidate_answer,candidate_parse_status,candidate_match_count,confidence_raw,confidence_line,confidence,confidence_parse_status,confidence_parse_route,confidence_normalization,confidence_match_count,confidence_conflict,stored_confidence_raw,stored_confidence_normalized,stored_confidence_match,source_path,candidate_correct
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1765,5.0,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities"", ""Mathematics -> Applied Mathematics -> Math Word Problems""]",HMMT_11,incorrect_standard,0,True,False,342,270,270,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,873,1.0,"[""Mathematics -> Algebra -> Algebra -> Algebraic Expressions""]",pascal,incorrect_standard,0,True,False,\frac{1}{3}(3x)+\frac{2}{3}(9),3(x + 6),3(x + 6),stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,627,5.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations""]",HMMT_11,incorrect_standard,0,True,False,105,126,126,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,751,4.5,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons"", ""Mathematics -> Geometry -> Plane Geometry -> Area""]",HMMT_11,incorrect_standard,0,True,False,\frac{2\pi-\sqrt{3}}{2},\frac{5\pi}{2},\frac{5\pi}{2},stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,744,4.0,"[""Mathematics -> Algebra -> Linear Algebra -> Linear Equations -> Other""]",HMMT_11,abstained,1,True,False,100,8,8,stored_turn1,1,0.9,CONFIDENCE: 0.9,0.9,parsed,explicit_line,unit_interval,1,False,0.9,0.9,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,613,5.25,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations""]",HMMT_2,incorrect_standard,0,True,False,20160,201600,201600,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1768,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons""]",HMMT_11,incorrect_standard,0,True,False,35,7,7,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1758,5.0,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",HMMT_11,correct,0,True,True,225,225,225,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1534,5.0,"[""Mathematics -> Algebra -> Algebra -> Algebraic Expressions""]",HMMT_2,incorrect_standard,0,True,False,153,210,210,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,903,2.5,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",cayley,correct,0,True,True,\frac{11}{3},11/3,11/3,stored_turn1,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1774,4.5,"[""Mathematics -> Algebra -> Intermediate Algebra -> Complex Numbers""]",HMMT_11,correct,0,True,True,3,3,3,stored_turn1,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1794,5.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,abstained,1,True,False,5460,5460,5460,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1803,4.5,"[""Mathematics -> Geometry -> Plane Geometry -> Area"", ""Mathematics -> Calculus -> Integral Calculus -> Series -> Other""]",HMMT_11,correct,0,True,True,2-\frac{\pi}{2},2 - \frac{\pi}{2},2 - \frac{\pi}{2},stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1082,3.5,"[""Mathematics -> Applied Mathematics -> Word Problems -> Other""]",HMMT_2,correct,0,True,True,64,64,64,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2748,7.5,"[""Mathematics -> Algebra -> Intermediate Algebra -> Inequalities"", ""Mathematics -> Algebra -> Other""]",middle_european_mathematical_olympiad,correct,0,True,True,\frac{1}{2n},\frac{1}{2n},\frac{1}{2n},stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1024,7.0,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",imo_shortlist,incorrect_standard,0,True,False,6,7,7,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1852,3.5,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,correct,0,True,True,\frac{1}{1296},\frac{1}{1296},\frac{1}{1296},stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1821,4.75,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations""]",HMMT_11,incorrect_standard,0,True,False,\frac{153}{1180},\frac{153}{1180},\frac{153}{1180},stored_turn1,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1184,4.5,"[""Mathematics -> Algebra -> Prealgebra -> Simple Equations""]",HMMT_2,correct,0,True,True,4,4,4,stored_turn1,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2011,6.0,"[""Mathematics -> Calculus -> Differential Calculus -> Applications of Derivatives"", ""Mathematics -> Algebra -> Intermediate Algebra -> Other""]",HMMT_11,correct,0,True,True,314,314,314,stored_turn1,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,936,6.5,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",european_girls_mo,abstained,1,True,False,\binom{n}{2}-(n-2),\lfloor \frac{n(n-2)}{4} \rfloor,\lfloor \frac{n(n-2)}{4} \rfloor,stored_turn1,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1815,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons"", ""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",HMMT_11,correct,0,True,True,\frac{2}{9},2,2,stored_turn1,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,855,2.5,"[""Mathematics -> Applied Mathematics -> Math Word Problems""]",fermat,correct,0,True,True,24,24,24,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1067,7.0,"[""Mathematics -> Number Theory -> Prime Numbers""]",china_team_selection_test,correct,0,True,True,41,41,41,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2041,4.0,"[""Mathematics -> Algebra -> Intermediate Algebra -> Other""]",HMMT_11,correct,0,True,True,2^{2013}-6036,2^{2013} - 6036,2^{2013} - 6036,stored_turn1,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2090,4.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations""]",HMMT_11,correct,0,True,True,\frac{2017}{2},1008.5,1008.5,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2034,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Area"", ""Mathematics -> Algebra -> Intermediate Algebra -> Rational Functions -> Other""]",HMMT_11,correct,0,True,True,\frac{5}{3},5/3,5/3,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1189,5.0,"[""Mathematics -> Number Theory -> Factorization""]",HMMT_2,correct,0,True,True,1872,1872,1872,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2118,4.5,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",HMMT_11,correct,0,True,True,14,14,14,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1244,4.0,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",HMMT_2,correct,0,True,True,\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1256,3.5,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",HMMT_2,correct,0,True,True,1,1,1,stored_turn1,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1199,4.0,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",HMMT_2,correct,0,True,True,\frac{\sqrt{7}}{12},\frac{\sqrt{7}}{12},\frac{\sqrt{7}}{12},stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1053,8.0,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations"", ""Mathematics -> Geometry -> Plane Geometry -> Angles""]",imo_shortlist,incorrect_standard,0,True,False,4,3,3,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,224,4.5,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons"", ""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",HMMT_2,incorrect_standard,0,True,False,\frac{846\sqrt{3}}{49},\frac{702\sqrt{3}}{49},\frac{702\sqrt{3}}{49},stored_turn1,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2074,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons"", ""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",HMMT_11,incorrect_standard,0,True,False,7295,2276,2276,stored_turn1,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1059,6.0,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",cono_sur_olympiad,abstained,1,True,False,\lfloor\frac{-1+\sqrt{1+8n}}{2}\rfloor,\lfloor n/2 \rfloor + 1,\lfloor n/2 \rfloor + 1,stored_turn1,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2128,5.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,correct,0,True,True,\frac{108}{665},\frac{108}{665},\frac{108}{665},stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,64,4.5,"[""Mathematics -> Geometry -> Plane Geometry -> Circles""]",jbmo,abstained,1,True,False,{\angleNMB\cong45\cong\frac{\pi}{4}},\arctan(1/3),\arctan(1/3),stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1260,4.5,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Other""]",HMMT_2,correct,0,True,True,\frac{175}{1296},\frac{175}{1296},\frac{175}{1296},stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,933,6.0,"[""Mathematics -> Number Theory -> Other"", ""Mathematics -> Discrete Mathematics -> Combinatorics""]",baltic_way,incorrect_standard,0,True,False,32,9,9,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1953,4.5,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,incorrect_standard,0,True,False,\frac{5}{12},5/18,5/18,stored_turn1,1,0.8,CONFIDENCE: 0.8,0.8,parsed,explicit_line,unit_interval,1,False,0.8,0.8,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2115,5.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations"", ""Mathematics -> Geometry -> Plane Geometry -> Polygons""]",HMMT_11,correct,0,True,True,820,1880,1880,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1134,4.0,"[""Mathematics -> Algebra -> Intermediate Algebra -> Other"", ""Mathematics -> Calculus -> Differential Calculus -> Applications of Derivatives""]",HMMT_2,correct,0,True,True,320,320^\circ,320^\circ,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,190,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons""]",HMMT_2,incorrect_standard,0,True,False,\frac{1170}{19},\frac{360}{19}^\circ,\frac{360}{19}^\circ,stored_turn1,1,0.9,CONFIDENCE: 0.9,0.9,parsed,explicit_line,unit_interval,1,False,0.9,0.9,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2130,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations"", ""Mathematics -> Geometry -> Plane Geometry -> Angles""]",HMMT_11,incorrect_standard,0,True,False,7,7,7,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,89,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Angles""]",HMMT_2,incorrect_standard,0,True,False,33,33^\circ,33^\circ,stored_turn1,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,2133,4.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,correct,0,True,True,\frac{163}{256},\frac{163}{256},\frac{163}{256},stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1331,3.5,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",HMMT_2,correct,0,True,True,37,37,37,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1207,3.5,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons""]",HMMT_2,correct,0,True,True,72,72,72,stored_turn1,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1938,4.0,"[""Mathematics -> Geometry -> Plane Geometry -> Triangles -> Other""]",HMMT_11,correct,0,True,True,\sqrt{3},\sqrt{3},\sqrt{3},stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,254,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Area"", ""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Other""]",HMMT_2,abstained,1,True,False,436,8,8,stored_turn1,1,0.9,CONFIDENCE: 0.9,0.9,parsed,explicit_line,unit_interval,1,False,0.9,0.9,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1362,5.0,"[""Mathematics -> Number Theory -> Divisor Functions -> Other""]",HMMT_2,correct,0,True,True,55,55,55,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,1342,3.5,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",HMMT_2,correct,0,True,True,470,470,470,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,1.0
gemini-3.1-flash-lite-preview,Gemini 3.1 Flash Lite,2,Multi-turn,QP7,QP7,qualitative,,,82,7.5,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities"", ""Mathematics -> Calculus -> Differential Calculus -> Applications of Derivatives""]",china_team_selection_test,incorrect_standard,0,True,False,\frac{1}{12},0.0832,0.0832,stored_turn1,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/gemini-3.1-flash-lite-preview_int2_QP7/cautious_eval.jsonl,0.0
